id,age,income,tenure,district,profit_99,online_99,billpay_99,profit_00,online_00,billpay_00
27955,3,6,7.91,1200,-24,0,0,88,0,0
27956,3,7,3.25,1200,-81,1,0,,,
27957,5,7,2.41,1200,2,0,0,-6,1,0
27958,4,7,5.58,1200,217,1,0,623,1,0
27959,5,5,31.5,1200,310,0,0,267,0,0
27960,6,6,5,1200,94,0,0,,,
27961,5,5,8.83,1200,-3,0,0,-24,0,0
27962,3,6,6.75,1200,-43,0,0,74,1,0
27963,3,9,13.16,1200,419,0,0,415,0,0
27964,,,6,1200,147,0,0,-112,0,0
27965,3,9,19,1200,260,0,0,-92,0,0
27966,2,9,5.91,1200,721,0,0,801,1,0
27967,6,9,30.58,1200,-49,0,0,-18,0,0
27968,4,3,12.25,1200,81,0,0,76,0,0
27969,,,5.58,1200,17,0,0,44,1,0
27970,,,6.75,1300,175,0,0,422,0,0
27971,2,6,4.25,1200,-61,0,0,-20,0,0
27972,4,6,1.75,1100,16,0,0,,,
27973,6,9,26.5,1200,964,0,0,656,0,0
27974,5,,1.08,1200,-58,0,0,69,0,0
27975,,,4.25,1200,-60,0,0,-5,0,0
27976,2,9,3.5,1200,16,0,0,-77,0,0
27977,6,1,17,1100,-57,0,0,-24,0,0
27978,3,6,8.5,1200,272,1,0,-127,0,0
27979,4,6,15.75,1200,48,0,0,52,0,0
27980,6,6,7.25,1200,-89,0,0,-57,0,0
27981,3,8,4.5,1200,-12,1,1,,1,0
27982,,,8.66,1200,-93,0,0,2,1,0
27983,6,3,11.25,1200,-76,0,0,-96,0,0
27984,3,8,24.75,1200,114,0,0,104,0,0
27985,2,6,13.33,1200,-82,0,0,,,
27986,5,6,30.08,1200,-115,0,0,-123,0,0
27987,6,4,20,1200,550,0,0,558,0,0
27988,5,6,15.25,1200,32,0,0,5,0,0
27989,2,,0.58,1200,-26,0,0,-28,0,0
27990,2,3,7.25,1200,228,0,0,213,0,0
27991,7,5,25.58,1200,159,0,0,65,0,0
27992,5,6,6.5,1200,210,0,0,197,0,0
27993,4,8,14.25,1300,39,0,0,116,0,0
27994,7,7,11.58,1200,493,0,0,359,0,0
27995,7,4,22.91,1200,216,0,0,98,0,0
27996,4,3,7.08,1200,-52,0,0,-59,0,0
27997,,,6.5,1200,-3,0,0,,,
27998,4,7,25.58,1200,-35,0,0,-28,0,0
27999,3,4,14.91,1200,469,0,0,507,0,0
28000,5,5,0.25,1200,-26,0,0,-34,0,0
28001,2,1,4.83,1300,104,0,0,126,1,1
28002,,,25.91,1200,-94,0,0,-131,0,0
28003,4,8,5.91,1200,90,0,0,349,1,0
28004,7,2,20.16,1200,102,0,0,116,0,0
28005,2,5,3.75,1200,-159,1,0,-192,1,0
28006,,6,7.58,1200,151,0,0,194,1,0
28007,2,6,5.83,1200,-53,0,0,-70,0,0
28008,7,6,9,1200,143,0,0,145,0,0
28009,3,7,24.08,1200,239,0,0,325,0,0
28010,3,5,2.08,1200,455,0,0,729,0,0
28011,,,23.83,1100,-61,0,0,-37,0,0
28012,,,9.5,1200,-33,0,0,-37,0,0
28013,4,6,3.58,1100,113,0,0,-70,0,0
28014,6,4,30.08,1200,711,0,0,1734,0,0
28015,3,6,8.91,1100,-163,0,0,-166,0,0
28016,1,1,3.91,1200,-31,0,0,-23,0,0
28017,,,6.33,1200,-3,0,0,,,
28018,4,9,6.5,1200,-31,0,0,8,0,0
28019,5,9,8.58,1200,-88,0,0,-19,1,0
28020,4,5,5.91,1200,-46,0,0,-12,0,0
28021,,,3.66,1200,417,0,0,360,0,0
28022,3,6,0.33,1200,-52,1,0,,,
28023,4,5,10.58,1200,-73,0,0,-42,0,0
28024,,,10.75,1300,9,0,0,257,0,0
28025,4,7,17.66,1200,-81,0,0,,,
28026,4,4,7.33,1100,327,0,0,338,0,0
28027,4,9,18.91,1200,920,1,1,246,1,0
28028,2,3,10.58,1200,38,0,0,-39,0,0
28029,4,9,2.58,1200,1373,0,0,,,
28030,4,9,13.66,1200,356,0,0,386,0,0
28031,3,6,16.08,1200,15,0,0,-4,0,0
28032,,,2.33,1200,4,0,0,43,0,0
28033,,,1.91,1200,-25,0,0,-27,0,0
28034,2,9,6.91,1200,-22,1,0,265,1,0
28035,7,4,32.58,1200,-23,0,0,49,0,0
28036,5,5,3.58,1200,69,0,0,258,0,0
28037,,5,9.25,1200,28,0,0,,,
28038,,,6.41,1200,216,0,0,,,
28039,,,3.41,1200,23,1,0,181,1,0
28040,,,4.75,1200,718,0,0,,,
28041,3,5,6.08,1200,-33,0,0,-3,0,0
28042,7,7,2.41,1200,299,0,0,569,0,0
28043,7,4,22.08,1200,10,0,0,59,0,0
28044,4,8,22.25,1300,29,0,0,35,0,0
28045,2,9,10.83,1200,-106,0,0,57,0,0
28046,4,5,13.83,1300,-75,1,1,75,1,0
28047,,,3.5,1200,0,0,0,107,0,0
28048,3,6,7.25,1200,456,0,0,431,0,0
28049,5,,5.41,1200,387,0,0,213,0,0
28050,4,6,2.41,1100,22,0,0,-37,0,0
28051,2,7,5.33,1200,-35,1,0,-69,1,0
28052,5,8,21.91,1200,46,1,0,324,1,0
28053,2,1,5.41,1200,115,0,0,111,1,0
28054,7,5,5.75,1200,24,0,0,33,0,0
28055,3,1,3.33,1200,-60,0,0,,,
28056,,,5.83,1300,-100,0,0,-50,0,0
28057,7,1,30.08,1200,729,0,0,256,0,0
28058,,,22.08,1200,-62,0,0,-34,0,0
28059,3,6,6.25,1200,-24,0,0,-33,0,0
28060,5,6,3.75,1200,-39,0,0,12,0,0
28061,3,6,3.08,1200,119,0,0,-76,1,1
28062,4,9,3.58,1200,-23,0,0,-18,0,0
28063,,,3.83,1100,-37,0,0,-42,0,0
28064,4,9,10.41,1300,173,0,0,497,0,0
28065,3,5,5.41,1200,0,0,0,1,0,0
28066,,,17.75,1200,633,1,0,641,1,0
28067,4,9,5,1200,-39,0,0,144,0,0
28068,,,1.33,1100,-20,0,0,,,
28069,5,5,4.08,1100,-72,0,0,-4,0,0
28070,,,3.5,1200,-2,0,0,-2,0,0
28071,6,5,6.83,1200,-45,0,0,-26,0,0
28072,6,4,29.41,1200,-60,0,0,-48,0,0
28073,,,6.91,1200,-24,0,0,,,
28074,,,0.25,1300,-20,0,0,,,
28075,,,6.33,1200,218,0,0,197,0,0
28076,4,6,10.33,1100,-131,0,0,-58,0,0
28077,4,1,6.16,1200,120,0,0,52,0,0
28078,7,5,18.5,1200,21,0,0,19,0,0
28079,2,6,6.58,1200,-7,1,1,-85,1,1
28080,4,7,23.58,1200,301,0,0,328,0,0
28081,7,7,22.33,1200,1101,0,0,1428,0,0
28082,3,6,17.08,1300,55,0,0,-32,0,0
28083,3,1,14.41,1200,-8,0,0,30,1,0
28084,4,5,5.08,1200,345,0,0,,,
28085,3,3,6.75,1200,-48,0,0,16,0,0
28086,5,5,15.16,1100,-66,0,0,-24,0,0
28087,,,1.25,1200,-19,0,0,,,
28088,7,1,10.58,1300,511,0,0,418,0,0
28089,3,7,9.58,1200,-1,0,0,-7,1,0
28090,4,1,0.5,1300,-101,1,0,-98,0,0
28091,7,3,19.58,1200,360,0,0,452,0,0
28092,3,9,14.25,1200,200,0,0,238,0,0
28093,4,5,15,1100,-9,0,0,-3,0,0
28094,7,7,33.5,1200,372,0,0,89,0,0
28095,3,9,2.5,1200,113,0,0,74,0,0
28096,4,3,4,1200,122,0,0,329,0,0
28097,7,8,11.58,1200,-26,0,0,,,
28098,,,27.16,1100,-41,0,0,-17,1,0
28099,,,0.58,1200,-28,0,0,,,
28100,3,4,7.16,1200,-40,0,0,-50,0,0
28101,4,1,1.58,1100,98,0,0,456,0,0
28102,3,1,2.83,1200,-119,0,0,-78,0,0
28103,,3,4.25,1200,-39,0,0,-8,0,0
28104,3,4,5,1200,-70,0,0,-92,0,0
28105,5,6,20.91,1200,300,0,0,167,0,0
28106,5,7,13.33,1200,-23,0,0,-65,0,0
28107,6,3,4.33,1200,-16,0,0,15,0,0
28108,5,6,8.5,1200,-27,0,0,,,
28109,6,9,12.75,1200,-102,0,0,-152,0,0
28110,,,7.16,1100,188,0,0,,,
28111,2,8,10.58,1200,-139,1,1,,,
28112,4,6,24.33,1200,136,0,0,238,0,0
28113,7,5,16,1200,83,0,0,105,0,0
28114,2,1,1.16,1200,48,0,0,-23,0,0
28115,,,1.41,1200,-72,0,0,,,
28116,5,9,23.58,1200,1502,0,0,2557,0,0
28117,3,6,3.41,1200,369,0,0,,,
28118,4,1,18.75,1200,-100,0,0,-60,0,0
28119,5,,14.66,1200,31,0,0,2,0,0
28120,4,1,7.58,1200,11,0,0,98,1,0
28121,3,4,7.33,1200,49,0,0,68,0,0
28122,5,9,9.33,1200,-92,0,0,,,
28123,2,3,1.75,1200,10,0,0,-13,0,0
28124,5,1,3.83,1200,152,0,0,146,0,0
28125,4,9,14.58,1200,316,0,0,379,0,0
28126,7,3,8.66,1200,257,0,0,240,0,0
28127,2,1,1.5,1200,-5,0,0,97,0,0
28128,5,4,8.83,1200,-56,1,0,157,1,0
28129,,,21.16,1300,-144,0,0,,,
28130,3,3,6.75,1200,-4,0,0,-32,0,0
28131,4,6,6.08,1200,86,0,0,75,0,0
28132,7,9,11.91,1200,-94,1,0,-95,0,0
28133,,,2.83,1200,-19,0,0,,,
28134,3,6,15.83,1200,-43,0,0,64,1,0
28135,2,5,7.25,1200,-9,0,0,-34,0,0
28136,,,28.41,1200,322,0,0,,,
28137,,,3,1200,-105,0,0,,,
28138,,,0.33,1200,-25,0,0,12,0,0
28139,,,7.91,1100,41,0,0,,,
28140,2,9,1.33,1200,133,0,0,87,0,0
28141,,,2.66,1200,88,0,0,92,0,0
28142,,,7.58,1100,-85,0,0,,,
28143,,,0.66,1200,-26,0,0,171,0,0
28144,3,5,17.5,1200,780,1,0,533,1,0
28145,,,6.66,1200,112,0,0,-32,0,0
28146,3,6,6.08,1200,-106,0,0,-11,1,0
28147,6,6,3.83,1300,227,0,0,,,
28148,5,7,19.25,1300,1063,1,1,855,1,0
28149,3,7,15.33,1200,460,0,0,-70,0,0
28150,4,9,21.58,1200,323,0,0,144,1,0
28151,2,5,2.5,1200,14,1,0,11,1,0
28152,3,8,10.66,1200,243,1,0,238,1,0
28153,3,7,0.5,1200,13,0,0,17,0,0
28154,4,4,8.33,1200,361,0,0,322,0,0
28155,4,9,24.5,1200,174,0,0,194,0,0
28156,4,5,17,1200,176,0,0,135,0,0
28157,4,7,12.08,1200,-64,0,0,-53,0,0
28158,4,7,10.58,1200,253,0,0,106,0,0
28159,2,5,1.75,1300,-73,0,0,-4,0,0
28160,4,7,3.66,1200,-28,0,0,12,0,0
28161,4,6,5.83,1200,541,0,0,336,0,0
28162,7,3,1.5,1200,-17,0,0,-30,0,0
28163,2,7,4.58,1200,584,0,0,648,0,0
28164,6,6,16.58,1200,300,0,0,14,0,0
28165,,,0.66,1200,0,0,0,,,
28166,5,3,1.91,1200,89,0,0,,,
28167,,,6.41,1200,-28,0,0,-29,0,0
28168,3,6,9.75,1200,-42,0,0,26,0,0
28169,5,5,9.75,1200,141,0,0,267,0,0
28170,2,6,2.25,1300,492,0,0,419,0,0
28171,5,7,27.66,1200,239,0,0,425,1,1
28172,1,4,22,1200,-25,0,0,-63,0,0
28173,7,3,23.25,1200,813,0,0,223,0,0
28174,,,1.16,1300,55,0,0,,,
28175,3,5,7.25,1200,78,0,0,63,0,0
28176,7,9,19.83,1200,-85,0,0,-40,0,0
28177,2,4,4.25,1200,-6,0,0,11,0,0
28178,2,6,5.91,1200,100,0,0,139,0,0
28179,7,7,6.58,1200,-58,0,0,-65,0,0
28180,2,9,7.66,1300,5,1,0,26,1,0
28181,3,7,6.5,1200,378,1,0,245,1,0
28182,,,5.41,1100,14,1,0,,,
28183,,,24.41,1200,564,0,0,832,0,0
28184,2,3,4.33,1200,-2,0,0,-2,0,0
28185,2,5,4.41,1200,105,1,1,69,1,0
28186,4,6,3.33,1200,135,0,0,160,1,0
28187,,,6.66,1300,-24,0,0,,,
28188,7,7,19.08,1200,281,0,0,512,0,0
28189,,,3.91,1100,-98,0,0,,,
28190,,,12.41,1100,557,0,0,1651,0,0
28191,6,9,24.08,1200,-9,0,0,-9,0,0
28192,4,8,11.83,1200,-33,0,0,-32,0,0
28193,4,9,7.75,1200,263,0,0,554,1,0
28194,3,9,5.58,1200,532,0,0,264,0,0
28195,,,21.33,1300,36,0,0,55,0,0
28196,7,9,14.91,1200,447,0,0,395,0,0
28197,3,2,0.83,1300,7,0,0,7,0,0
28198,5,7,22.66,1200,221,0,0,289,0,0
28199,,,15.5,1200,71,0,0,,,
28200,,,5.25,1200,61,0,0,61,0,0
28201,3,5,1.83,1200,-67,0,0,19,0,0
28202,,,3.66,1200,-24,0,0,,,
28203,,,23.66,1200,620,0,0,248,0,0
28204,5,6,5.5,1200,-53,0,0,-64,0,0
28205,4,7,22.41,1200,-187,0,0,-159,0,0
28206,,,31.16,1200,105,0,0,105,0,0
28207,4,4,5.66,1100,838,0,0,844,0,0
28208,,,0.16,1200,-29,0,0,,,
28209,,,6.08,1200,-3,0,0,,,
28210,4,8,6.91,1200,-1,0,0,35,0,0
28211,3,6,6.66,1300,126,1,1,78,1,1
28212,,,23.25,1300,232,0,0,535,0,0
28213,2,6,6.91,1200,98,0,0,106,0,0
28214,,,3.08,1200,-18,0,0,,,
28215,6,6,28.41,1200,143,0,0,606,0,0
28216,,,6.91,1200,-51,0,0,-66,1,0
28217,,,10.91,1200,-2,0,0,-3,0,0
28218,3,6,1.5,1200,-1,0,0,-8,0,0
28219,4,6,2.41,1200,-3,0,0,-15,0,0
28220,3,9,5.5,1200,366,0,0,720,0,0
28221,3,6,16.75,1100,299,0,0,407,0,0
28222,1,1,1.41,1200,-34,0,0,,,
28223,4,6,26.66,1300,-69,0,0,,,
28224,5,6,9.75,1200,-58,0,0,-58,0,0
28225,,,8,1200,106,1,0,41,1,0
28226,3,9,16.58,1200,93,0,0,129,0,0
28227,4,5,6.83,1100,394,0,0,227,0,0
28228,,,13.83,1300,671,0,0,715,0,0
28229,,,2.83,1200,-70,0,0,-52,0,0
28230,2,4,4,1200,-87,1,0,-45,1,0
28231,3,4,7.66,1300,-1,0,0,-97,0,0
28232,3,6,8.66,1200,231,1,0,614,1,0
28233,4,3,21.16,1200,-49,0,0,-134,0,0
28234,6,2,21.91,1200,369,0,0,108,0,0
28235,,,4.5,1200,-14,0,0,-13,0,0
28236,5,9,7.75,1100,-42,1,0,23,1,0
28237,,,18.33,1200,9,0,0,6,0,0
28238,3,6,0.58,1200,-25,0,0,-27,0,0
28239,3,6,15.5,1200,81,0,0,153,0,0
28240,3,5,9.16,1200,63,0,0,324,0,0
28241,7,6,10.08,1200,151,0,0,227,0,0
28242,,,19.83,1100,412,0,0,550,0,0
28243,5,9,5.16,1200,568,1,1,488,1,1
28244,2,5,15.91,1200,-131,1,0,-157,1,0
28245,2,1,17.75,1200,25,0,0,,,
28246,3,3,8,1200,-29,0,0,-10,0,0
28247,,,0.33,1300,319,0,0,,,
28248,3,7,18,1200,538,1,0,387,1,0
28249,3,6,10.75,1200,168,0,0,,,
28250,7,3,22.08,1300,326,1,1,132,1,1
28251,4,3,10.66,1200,-162,0,0,-6,0,0
28252,,,5.33,1200,142,0,0,133,0,0
28253,4,6,5.58,1200,-14,0,0,-20,0,0
28254,3,1,1.5,1100,-39,0,0,12,0,0
28255,1,4,0.41,1200,-8,1,0,-9,1,0
28256,5,6,22,1200,282,0,0,103,0,0
28257,5,7,14.58,1200,-53,0,0,44,0,0
28258,,,17.5,1200,6,0,0,434,0,0
28259,,,14,1200,353,0,0,474,0,0
28260,,,8.25,1200,-20,0,0,-23,0,0
28261,3,,7.08,1200,-5,0,0,1,0,0
28262,7,7,32.33,1200,870,0,0,589,0,0
28263,4,6,2.5,1200,142,0,0,278,0,0
28264,,,3.41,1200,257,0,0,348,0,0
28265,,,0.16,1200,10,0,0,,,
28266,3,4,4,1200,-64,0,0,-42,0,0
28267,7,9,7.08,1200,69,1,0,127,1,0
28268,,,6,1200,315,0,0,,,
28269,3,6,1.5,1100,-2,1,0,-7,1,0
28270,2,6,4.91,1200,12,0,0,8,0,0
28271,5,6,5.5,1200,70,0,0,-27,0,0
28272,5,4,0.83,1100,-32,0,0,,,
28273,,,4.08,1200,679,1,0,3258,0,0
28274,,,16.83,1200,38,1,0,-49,0,0
28275,3,7,4.41,1200,-13,0,0,1,0,0
28276,5,7,2.75,1100,1858,1,0,-17,1,0
28277,4,9,11.08,1200,-46,1,0,-40,1,0
28278,5,6,23.08,1200,-65,0,0,240,0,0
28279,5,3,7.08,1200,18,0,0,84,0,0
28280,6,8,8.83,1200,377,0,0,306,0,0
28281,1,1,20.58,1200,-46,0,0,-41,0,0
28282,4,6,18.41,1300,-55,0,0,-22,0,0
28283,3,7,25,1200,381,0,0,930,0,0
28284,4,2,4.5,1200,-29,0,0,-30,0,0
28285,6,9,20.75,1200,-33,0,0,,,
28286,,,0.91,1200,-73,0,0,,,
28287,6,3,0.16,1200,58,0,0,22,0,0
28288,4,7,35.5,1200,-76,0,0,-53,0,0
28289,6,9,2.58,1200,318,1,0,159,1,0
28290,4,7,18.5,1200,343,0,0,79,0,0
28291,5,7,9,1300,-208,0,0,-46,0,0
28292,,,1.75,1200,174,0,0,,,
28293,3,8,8.25,1200,164,0,0,251,0,0
28294,2,6,7.75,1300,-99,0,0,-123,0,0
28295,,,12.75,1200,-20,0,0,,,
28296,5,7,17.91,1200,23,0,0,-18,0,0
28297,4,2,19.33,1200,20,0,0,,,
28298,2,6,0.83,1200,-15,1,0,349,1,0
28299,,4,0.66,1200,17,0,0,,,
28300,3,4,12.5,1200,-24,0,0,-22,0,0
28301,6,6,23.91,1100,-138,0,0,-142,0,0
28302,6,4,30.08,1200,-19,0,0,-21,0,0
28303,7,4,5.41,1200,677,0,0,848,0,0
28304,,7,2.66,1200,155,0,0,69,0,0
28305,5,6,9.33,1200,776,0,0,859,0,0
28306,,,18.08,1200,8,1,0,,,
28307,,,1.33,1200,-14,0,0,,,
28308,,4,4.75,1200,-2,0,0,15,0,0
28309,2,6,4.83,1300,1,1,0,21,1,0
28310,3,2,2.41,1200,-3,0,0,-3,0,0
28311,3,6,3.5,1200,328,0,0,,,
28312,6,3,5.66,1300,-76,0,0,-74,0,0
28313,2,9,5.33,1200,9,0,0,6,0,0
28314,4,6,6,1200,-37,1,1,-24,1,0
28315,5,7,5.75,1200,451,0,0,678,0,0
28316,4,7,8.5,1200,894,0,0,-8,0,0
28317,,,1.16,1200,-28,0,0,,,
28318,5,1,6.83,1200,-62,0,0,-49,0,0
28319,4,6,25,1200,-44,0,0,,,
28320,7,8,11.5,1200,275,0,0,148,0,0
28321,4,9,24.91,1200,-135,0,0,-115,0,0
28322,4,6,13.5,1200,40,0,0,-15,0,0
28323,7,1,5,1200,-49,0,0,-85,0,0
28324,3,,7.41,1200,-33,0,0,789,1,1
28325,3,6,8.83,1200,-109,1,1,-173,1,1
28326,4,2,8.08,1100,1402,0,0,1770,0,0
28327,3,7,4.25,1200,58,0,0,143,1,0
28328,,5,4.5,1300,-26,0,0,-26,0,0
28329,7,9,11.58,1200,0,0,0,-45,1,0
28330,4,1,27.33,1100,-24,0,0,-52,0,0
28331,5,5,19.91,1200,-139,0,0,-29,1,0
28332,3,9,15.33,1200,-162,1,0,-87,1,0
28333,,,5.33,1100,-126,0,0,-122,0,0
28334,6,3,28,1200,46,0,0,62,0,0
28335,2,5,3.41,1200,375,0,0,525,0,0
28336,6,3,6.66,1200,221,0,0,-5,0,0
28337,4,3,9.16,1200,128,0,0,37,0,0
28338,3,7,7.83,1200,131,0,0,168,0,0
28339,,,0.33,1200,302,0,0,,,
28340,,,3.25,1200,-18,0,0,-6,0,0
28341,7,9,29.08,1300,139,0,0,,,
28342,,7,4.58,1200,61,0,0,65,0,0
28343,6,9,22.08,1300,292,0,0,70,0,0
28344,,,3.41,1200,196,1,0,42,0,0
28345,5,6,12.33,1200,377,0,0,295,0,0
28346,,,7.25,1300,196,0,0,225,0,0
28347,7,,22.08,1200,154,0,0,-7,0,0
28348,4,4,5,1200,32,0,0,,,
28349,4,3,5.91,1100,212,0,0,,,
28350,,,18.66,1200,878,0,0,884,0,0
28351,,,2.91,1200,16,0,0,17,0,0
28352,,,8.25,1300,-191,0,0,,,
28353,6,4,19.66,1200,60,0,0,,,
28354,4,1,3.08,1100,-26,0,0,-24,0,0
28355,,,4,1200,643,1,0,749,1,1
28356,4,5,11,1200,-21,1,0,-25,1,0
28357,4,7,20.33,1300,-72,0,0,-130,1,0
28358,3,8,4.41,1200,-141,1,0,-146,1,0
28359,,,6.33,1100,-31,0,0,,,
28360,7,9,19.16,1200,-15,0,0,69,0,0
28361,3,6,16.33,1200,572,0,0,658,1,0
28362,,,3.33,1200,13,0,0,,,
28363,,,3.66,1100,-40,1,0,,,
28364,2,7,10.5,1200,254,0,0,409,0,0
28365,4,5,30.08,1200,1252,0,0,940,0,0
28366,7,6,28,1200,95,1,1,154,1,0
28367,3,3,4.25,1100,-38,0,0,44,0,0
28368,2,2,22.58,1200,-115,0,0,138,1,0
28369,2,5,5.08,1200,-127,0,0,275,1,0
28370,5,9,5.41,1200,-5,0,0,-51,0,0
28371,3,5,14.91,1200,-13,0,0,-5,0,0
28372,3,6,13,1300,-70,0,0,1615,0,0
28373,,,19.16,1300,-44,0,0,,,
28374,5,9,10.58,1200,502,0,0,515,0,0
28375,3,1,11.41,1200,7,0,0,17,0,0
28376,4,4,16.33,1200,30,0,0,20,0,0
28377,3,2,12.58,1200,4,1,0,,,
28378,,7,7.5,1300,-25,0,0,-29,0,0
28379,3,2,3.75,1200,-41,0,0,-50,0,0
28380,7,3,5.83,1200,443,0,0,334,0,0
28381,3,7,3.08,1200,450,0,0,,,
28382,4,3,3.5,1100,18,0,0,-24,1,0
28383,7,7,25.08,1100,-31,0,0,501,0,0
28384,,,6.25,1200,53,0,0,109,0,0
28385,4,4,26.25,1200,-121,0,0,-131,0,0
28386,1,8,2.91,1300,108,0,0,,,
28387,5,7,23.25,1100,-156,0,0,-157,0,0
28388,3,9,3.66,1200,252,1,0,91,1,0
28389,4,9,10.41,1200,173,0,0,746,0,0
28390,5,6,31.83,1200,-15,0,0,640,0,0
28391,2,6,2.25,1200,48,1,0,76,1,0
28392,5,5,14,1200,-83,0,0,1365,0,0
28393,5,9,12.58,1200,-63,1,0,-112,1,0
28394,3,4,8.25,1200,-114,0,0,-89,0,0
28395,7,1,9.91,1200,284,0,0,118,0,0
28396,,,2,1100,-20,0,0,,,
28397,,,5.08,1200,-30,0,0,,,
28398,,,12.75,1300,125,0,0,124,0,0
28399,,,2.66,1100,-76,0,0,-54,0,0
28400,2,2,3.33,1200,-104,0,0,-86,0,0
28401,4,9,14.66,1200,13,0,0,15,0,0
28402,2,4,9.58,1100,143,0,0,150,0,0
28403,3,4,6.41,1200,-135,0,0,107,0,0
28404,2,4,11.41,1200,-71,1,1,-34,1,0
28405,2,6,0.25,1300,-73,0,0,172,0,0
28406,7,6,13.08,1200,-9,0,0,-12,0,0
28407,4,8,9.66,1200,0,0,0,28,0,0
28408,6,6,18.08,1300,-15,0,0,18,0,0
28409,2,4,10.5,1200,525,0,0,606,0,0
28410,2,7,6,1100,-50,0,0,12,0,0
28411,4,6,27.41,1200,115,0,0,202,0,0
28412,3,4,21.16,1300,-106,0,0,-41,1,0
28413,2,1,4.58,1300,41,0,0,20,1,0
28414,,,24.66,1200,-130,1,0,-95,1,0
28415,,,2.58,1200,92,0,0,226,0,0
28416,3,8,6.75,1200,-1,0,0,-16,0,0
28417,3,5,27.58,1200,-27,1,0,734,1,0
28418,,,16.5,1200,77,1,0,,,
28419,4,6,10.58,1200,119,0,0,368,0,0
28420,,,8.66,1200,-31,0,0,,,
28421,6,6,10.5,1200,368,0,0,209,0,0
28422,7,2,10.41,1200,-186,1,0,-90,0,0
28423,4,7,24.41,1200,699,0,0,194,0,0
28424,,,8,1200,-221,1,0,,,
28425,3,1,6.5,1200,-84,0,0,253,0,0
28426,5,8,3.33,1200,599,1,1,776,1,0
28427,3,9,5.83,1200,-40,0,0,-40,0,0
28428,7,4,28.33,1200,-57,0,0,-51,0,0
28429,3,9,15.66,1200,453,0,0,584,0,0
28430,1,,3.08,1200,1,0,0,-4,0,0
28431,4,7,6.25,1200,-60,0,0,88,0,0
28432,4,3,0.83,1200,-30,0,0,280,0,0
28433,3,6,7.33,1200,-67,0,0,-70,0,0
28434,,,16.58,1200,-3,0,0,,,
28435,7,6,17.75,1200,-28,1,0,,,
28436,,,15.75,1200,138,0,0,144,0,0
28437,5,9,11.5,1200,3,0,0,-18,0,0
28438,4,6,14.5,1200,349,0,0,292,0,0
28439,4,6,6.91,1100,-23,0,0,47,0,0
28440,4,6,2,1200,-1,0,0,47,0,0
28441,2,6,7.58,1300,-84,0,0,-129,1,0
28442,4,5,2.91,1200,-27,0,0,,,
28443,3,3,3.25,1200,396,0,0,357,0,0
28444,7,4,1.25,1200,106,0,0,71,0,0
28445,,,8.58,1200,65,0,0,,,
28446,7,5,1.5,1300,4,0,0,-64,0,0
28447,,,2.33,1200,35,0,0,-38,0,0
28448,5,1,7.91,1100,92,0,0,-83,0,0
28449,2,8,6.41,1300,-93,0,0,25,0,0
28450,3,4,11.5,1100,-76,0,0,-30,0,0
28451,,,12.25,1200,341,0,0,234,0,0
28452,2,6,6.58,1200,-29,0,0,-24,0,0
28453,2,1,2.58,1200,-2,0,0,-1,0,0
28454,,,10,1200,31,0,0,-24,0,0
28455,,,18.25,1200,-74,0,0,,,
28456,7,3,29.91,1100,255,0,0,131,0,0
28457,4,6,1,1200,-2,0,0,,,
28458,7,4,7.91,1200,-68,0,0,-68,0,0
28459,4,8,4.75,1200,88,0,0,52,0,0
28460,4,9,15.58,1200,1318,1,0,348,1,0
28461,2,9,8.08,1200,725,0,0,1346,0,0
28462,2,1,2.5,1200,616,0,0,566,1,0
28463,,,7.08,1200,-45,0,0,-33,0,0
28464,4,6,5.75,1200,-49,0,0,24,0,0
28465,,,4.25,1200,36,0,0,35,0,0
28466,,,24.41,1200,402,0,0,413,0,0
28467,4,9,18.41,1200,201,0,0,-164,1,0
28468,3,9,4.83,1200,-2,0,0,-1,0,0
28469,2,1,7.5,1100,-31,0,0,-14,0,0
28470,4,8,6.58,1200,-74,0,0,-99,0,0
28471,3,3,9.91,1200,-3,0,0,-46,0,0
28472,6,6,16,1200,107,0,0,82,0,0
28473,4,7,14.08,1200,-13,0,0,-35,0,0
28474,7,1,7,1200,39,0,0,,,
28475,,,8.91,1100,-72,0,0,-72,0,0
28476,7,6,7.41,1200,44,0,0,499,0,0
28477,4,7,17.83,1200,-7,0,0,-52,0,0
28478,4,6,22.66,1200,730,1,0,467,0,0
28479,5,4,11.66,1200,303,0,0,215,0,0
28480,5,8,6.41,1200,117,0,0,81,0,0
28481,,,2.66,1200,245,1,0,,,
28482,1,6,6.41,1200,42,0,0,171,0,0
28483,,,35.08,1100,-2,0,0,-7,0,0
28484,3,3,5,1200,-82,0,0,-53,1,0
28485,3,9,7.58,1200,91,0,0,133,0,0
28486,6,9,28.16,1200,54,0,0,44,0,0
28487,3,6,0.33,1200,10,0,0,-55,0,0
28488,4,5,1.5,1200,892,0,0,-1,0,0
28489,,,16.08,1200,264,0,0,298,0,0
28490,4,3,0.91,1200,-46,0,0,37,0,0
28491,4,6,14.41,1200,208,0,0,202,1,0
28492,4,8,25.33,1200,22,0,0,-145,0,0
28493,4,7,23.33,1200,-28,0,0,-25,0,0
28494,2,3,3.66,1200,-31,0,0,-17,0,0
28495,,,0.83,1200,-27,0,0,-33,0,0
28496,,,11.25,1200,19,0,0,109,0,0
28497,5,6,7.5,1200,733,0,0,-16,0,0
